taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary
Trachymene cyanopetala,FALSE,NA,NA,NA,0--1,NA,NA
Trachymene glaucifolia,FALSE,NA,NA,NA,NA,NA,NA
Trachymene humilis,TRUE,TRUE,NA,NA,1--5,NA,NA
Trachymene humilis subsp. breviscapa,TRUE,TRUE,NA,NA,1--5,NA,NA
Trachymene humilis subsp. humilis,TRUE,NA,NA,NA,1--5,1,NA
Trachymene incisa,TRUE,TRUE,NA,NA,1--5,2,0.6782945736434108
Trachymene incisa subsp. corrugata,TRUE,NA,NA,NA,1--5,NA,NA
Trachymene incisa subsp. incisa,TRUE,NA,NA,NA,1--5,NA,NA
Trachymene ochracea,FALSE,NA,NA,NA,0--1,NA,NA
Trachymene ornata,FALSE,NA,NA,NA,0--1,NA,NA
Trachymene pilosa,FALSE,TRUE,1,NA,0--1,NA,NA
Trachymene pyrophila,FALSE,TRUE,NA,NA,NA,NA,NA
Trachymene rotundifolia,TRUE,NA,NA,NA,NA,NA,NA
Trachymene sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trachymene thysanocarpa,FALSE,TRUE,NA,NA,0--1,NA,NA
Tradescantia fluminensis,TRUE,NA,NA,NA,NA,NA,0.8333333333333334
Tragia arnhemica,FALSE,NA,NA,NA,NA,NA,NA
Tragopogon dubius,TRUE,NA,NA,NA,NA,NA,NA
Tragopogon porrifolius,NA,FALSE,NA,NA,NA,NA,NA
Tragus australianus,FALSE,NA,NA,NA,0--1,NA,NA
Tragus sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trema sp. [White_2020],FALSE,NA,NA,NA,1--5,NA,NA
Trema tomentosa,FALSE,TRUE,NA,NA,2--3,NA,NA
Trema tomentosa var. aspera,TRUE,TRUE,NA,NA,2--3,NA,NA
Trema tomentosa var. tomentosa,FALSE,NA,NA,NA,1--5,NA,NA
Tremandra diffusa,TRUE,TRUE,NA,NA,NA,NA,NA
Tremandra stelligera,TRUE,TRUE,2.33333333333333,NA,NA,NA,NA
Tremulina,FALSE,TRUE,NA,NA,NA,NA,NA
Tremulina cracens,FALSE,TRUE,NA,NA,NA,NA,NA
Tremulina tremula,FALSE,TRUE,NA,NA,NA,NA,NA
Trianthema megaspermum,FALSE,NA,NA,NA,NA,NA,NA
Trianthema rhynchocalyptrum,TRUE,NA,NA,NA,NA,NA,NA
Trianthema sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trianthema triquetrum,FALSE,NA,NA,NA,0--1,NA,NA
Tribolium uniolae,TRUE,TRUE,NA,NA,NA,NA,NA
Tribonanthes australis,TRUE,NA,NA,NA,NA,NA,NA
Tribulopis angustifolia,FALSE,TRUE,NA,NA,NA,NA,NA
Tribulopis pentandra,FALSE,NA,NA,NA,NA,NA,NA
Tribulus astrocarpus,FALSE,NA,NA,NA,NA,NA,NA
Tribulus eichlerianus,FALSE,NA,NA,NA,0--1,NA,NA
Tribulus hirsutus,NA,TRUE,NA,NA,NA,NA,NA
Tribulus micrococcus,FALSE,NA,NA,NA,0--1,NA,NA
Tribulus minutus,FALSE,NA,NA,NA,0--1,NA,NA
Tribulus occidentalis,FALSE,NA,NA,NA,0--1,NA,NA
Tribulus platypterus,NA,TRUE,NA,NA,NA,NA,NA
Tribulus sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Tribulus terrestris,FALSE,NA,NA,NA,0--1,NA,NA
Trichanthodium baracchianum,FALSE,NA,NA,NA,0--1,NA,NA
Trichanthodium skirrophorum,FALSE,NA,NA,NA,0--1,NA,NA
Trichanthodium sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trichocline spathulata,TRUE,NA,NA,NA,NA,NA,NA
Trichodesma zeylanicum,FALSE,TRUE,NA,NA,1,NA,NA
Trichodesma zeylanicum var. grandiflorum,FALSE,NA,NA,NA,1,NA,NA
Trichodesma zeylanicum var. latisepaleum,FALSE,NA,NA,NA,1,NA,NA
Trichodesma zeylanicum var. zeylanicum,TRUE,TRUE,NA,NA,1,NA,NA
Trichosanthes cucumerina,FALSE,NA,NA,NA,NA,NA,NA
Trichosanthes morrisii,TRUE,NA,NA,NA,NA,NA,NA
Trichosanthes pentaphylla,FALSE,NA,NA,NA,NA,NA,NA
Trichosanthes pilosa,TRUE,NA,NA,NA,NA,NA,NA
Trichospermum pleiostigma,TRUE,NA,NA,NA,NA,NA,NA
Tricoryne elatior,TRUE,TRUE,2,NA,1--5,1,NA
Tricoryne humilis,TRUE,NA,NA,NA,NA,NA,NA
Tricoryne simplex,TRUE,NA,NA,1,NA,NA,0.310077519379845
Tricoryne sp. Eneabba (E.A.Griffin 1200),TRUE,NA,NA,NA,NA,NA,NA
Tricoryne sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Tricoryne tenella,TRUE,TRUE,NA,NA,1--5,NA,NA
Tricostularia neesii,TRUE,NA,NA,NA,NA,NA,NA
Tricostularia pauciflora,TRUE,FALSE,NA,2,1--5,2,2.015503875968992
Tricostularia sandifordiana,TRUE,NA,NA,NA,NA,NA,NA
Tricostularia sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Tricostularia undulata,TRUE,NA,NA,NA,NA,NA,NA
Triflorensia australis,TRUE,NA,NA,NA,6--10,NA,NA
Trifolium angustifolium,FALSE,TRUE,NA,NA,NA,NA,NA
Trifolium arvense,FALSE,TRUE,NA,NA,NA,NA,NA
Trifolium campestre,FALSE,TRUE,NA,NA,NA,0.7945736,NA
Trifolium cernuum,FALSE,TRUE,NA,NA,NA,0.3100775,NA
Trifolium dubium,FALSE,TRUE,NA,NA,NA,0.8333333,NA
Trifolium fragiferum,FALSE,TRUE,NA,NA,NA,NA,NA
Trifolium glomeratum,FALSE,TRUE,NA,NA,NA,0.6976744,NA
Trifolium hirtum,FALSE,NA,NA,NA,NA,NA,NA
Trifolium pratense,FALSE,NA,NA,NA,NA,NA,NA
Trifolium repens,FALSE,TRUE,NA,NA,NA,0.6976744,NA
Trifolium subterraneum,FALSE,TRUE,1.5,NA,NA,NA,NA
Trifolium tomentosum,FALSE,NA,NA,NA,NA,NA,NA
Triglochin calcitrapa,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin centrocarpa,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin hexagona,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin isingiana,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin longicarpa,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin minutissima,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin mucronata,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin nana,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin sp. [Triglochin sp. aff. procera; White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Triglochin sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Triglochin striata,TRUE,NA,NA,NA,1--5,NA,NA
Triglochin trichophora,FALSE,NA,NA,NA,0--1,NA,NA
Triglochin turrifera,FALSE,NA,NA,NA,0--1,NA,NA
Trigonella sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trigonella suavissima,FALSE,NA,NA,NA,0--1,NA,NA
Trimenia moorei,TRUE,TRUE,NA,NA,NA,NA,NA
Triodia basedowii,TRUE,NA,NA,NA,NA,NA,NA
Triodia bitextura,TRUE,NA,NA,NA,NA,NA,NA
Triodia brizoides,FALSE,NA,NA,NA,NA,NA,NA
Triodia bynoei,TRUE,NA,NA,NA,NA,NA,NA
Triodia fitzgeraldii,TRUE,NA,NA,NA,NA,NA,NA
Triodia gracilis,TRUE,NA,NA,NA,NA,NA,NA
Triodia hubbardii,TRUE,NA,NA,NA,NA,NA,NA
Triodia intermedia,TRUE,NA,NA,NA,NA,NA,NA
Triodia irritans,TRUE,NA,NA,NA,1--5,NA,NA
Triodia longiceps,TRUE,NA,NA,NA,NA,NA,NA
Triodia marginata,TRUE,NA,NA,NA,1--5,NA,NA
Triodia melvillei,TRUE,NA,NA,NA,NA,NA,NA
Triodia microstachya,TRUE,NA,NA,NA,NA,NA,NA
Triodia mitchellii,TRUE,NA,NA,NA,1--5,NA,NA
Triodia plectrachnoides,TRUE,NA,NA,NA,NA,NA,NA
Triodia pungens,TRUE,NA,NA,NA,NA,NA,NA
Triodia scariosa,TRUE,TRUE,NA,5,1--5,5,NA
Triodia schinzii,FALSE,NA,NA,NA,NA,NA,NA
Triodia sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Triodia spicata,FALSE,NA,NA,NA,NA,NA,NA
Triodia stenostachya,TRUE,NA,NA,NA,NA,NA,NA
Tripladenia cunninghamii,TRUE,TRUE,NA,NA,NA,NA,NA
Triplarina nowraensis,TRUE,NA,NA,NA,NA,NA,NA
Tripogonella loliiformis,TRUE,NA,NA,NA,0--1,NA,NA
Tripogonella sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Tripterococcus brunonis,TRUE,TRUE,NA,NA,NA,NA,NA
Triptilodiscus pygmaeus,FALSE,TRUE,NA,NA,0--1,NA,NA
Triptilodiscus sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Triraphis mollis,FALSE,NA,NA,NA,0--1,NA,NA
Triraphis sp. [White_2020],NA,NA,NA,NA,0--1,NA,NA
Trisetum sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trisetum spicatum,TRUE,TRUE,NA,NA,0--1,1,NA
Trisetum spicatum subsp. australiense,FALSE,NA,NA,NA,0--1,NA,NA
Tristania neriifolia,TRUE,NA,NA,NA,NA,NA,NA
Tristaniopsis collina,TRUE,FALSE,NA,2,5--20,2,2.984496124031008
Tristaniopsis laurina,TRUE,FALSE,NA,NA,5--20,2,2.015503875968992
Tristaniopsis sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Trithuria occidentalis,FALSE,NA,NA,NA,NA,NA,NA
Trithuria sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Trithuria submersa,FALSE,NA,NA,NA,0--1,NA,NA
Triumfetta albida,TRUE,NA,NA,NA,2--3,NA,NA
Triumfetta antrorsa,FALSE,NA,NA,NA,1,NA,NA
Triumfetta aquila,FALSE,NA,NA,NA,1,NA,NA
Triumfetta arnhemica,FALSE,NA,NA,NA,1,NA,NA
Triumfetta centralis,FALSE,NA,NA,NA,1,NA,NA
Triumfetta chaetocarpa,FALSE,NA,NA,NA,1,NA,NA
Triumfetta cinerea,FALSE,NA,NA,NA,1,NA,NA
Triumfetta clivorum subsp. brevipetala,FALSE,NA,NA,NA,1,NA,NA
Triumfetta denticulata,FALSE,NA,NA,NA,1,NA,NA
Triumfetta deserticola,FALSE,NA,NA,NA,1,NA,NA
Triumfetta fissurata,FALSE,NA,NA,NA,1,NA,NA
Triumfetta glaucescens,FALSE,NA,NA,NA,1,NA,NA
Triumfetta inermis,FALSE,NA,NA,NA,1,NA,NA
Triumfetta johnstonii,FALSE,NA,NA,NA,1,NA,NA
Triumfetta litticola,FALSE,NA,NA,NA,1,NA,NA
Triumfetta longipedunculata,FALSE,NA,NA,NA,1,NA,NA
Triumfetta maconochieana,FALSE,NA,NA,NA,1,NA,NA
Triumfetta micracantha,FALSE,NA,NA,NA,1,NA,NA
Triumfetta oenpelliensis,FALSE,NA,NA,NA,1,NA,NA
Triumfetta pannosa,FALSE,NA,NA,NA,1,NA,NA
Triumfetta parviflora,FALSE,NA,NA,NA,1,NA,NA
Triumfetta pentandra,FALSE,NA,NA,NA,NA,NA,NA
Triumfetta plumigera,FALSE,NA,NA,NA,1,NA,NA
Triumfetta prostrata,FALSE,NA,NA,NA,1,NA,NA
Triumfetta repens,FALSE,NA,NA,NA,1,NA,NA
Triumfetta rhomboidea,FALSE,NA,NA,NA,NA,NA,NA
Triumfetta ryeae,FALSE,NA,NA,NA,1,NA,NA
Triumfetta ryeae subsp. ryeae,FALSE,NA,NA,NA,1,NA,NA
Triumfetta sp. [Triumfetta sp.shrubby; Clarke_2015],FALSE,TRUE,NA,NA,NA,NA,NA
