taxon_name,fire_intensity,fire_severity,fire_season,trait_name,value,aligned_name,source
Trachymene pyrophila,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Trachymene pyrophila,APC list (accepted)
Trachymene thysanocarpa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Trachymene thysanocarpa,APC list (accepted)
Tremulina,NA,NA,NA,fire_response,fire_killed,Tremulina,APNI names
Tremulina,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tremulina,APNI names
Tremulina cracens,NA,NA,NA,fire_response,fire_killed,Tremulina cracens,APC list (accepted)
Tremulina cracens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tremulina cracens,APC list (accepted)
Tremulina tremula,NA,NA,NA,fire_response,fire_killed,Tremulina tremula,APC list (accepted)
Tremulina tremula,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tremulina tremula,APC list (accepted)
Tribolium uniolae,NA,NA,NA,fire_response,resprouts,Tribolium uniolae,APC list (accepted)
Tribolium uniolae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tribolium uniolae,APC list (accepted)
Tribulopis angustifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tribulopis angustifolia,APC list (accepted)
Tribulus hirsutus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tribulus hirsutus,APC list (accepted)
Tribulus platypterus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tribulus platypterus,APC list (accepted)
NA,NA,NA,NA,fire_response,resprouts,NA,NA
NA,NA,NA,NA,reproductive_maturity_secondary_after_fire,2,NA,NA
Tripterococcus brunonis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tripterococcus brunonis,APC list (accepted)
Trochocarpa laurina,low,NA,NA,fire_response,resprouts,Trochocarpa laurina,APC list (accepted)
Trochocarpa laurina,high,NA,NA,fire_response,resprouts,Trochocarpa laurina,APC list (accepted)
Tyrbastes glaucescens,NA,NA,NA,fire_response,fire_killed,Tyrbastes glaucescens,APC list (accepted)
Tyrbastes glaucescens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tyrbastes glaucescens,APC list (accepted)
Urochloa mutica,NA,NA,NA,fire_response,resprouts,Urochloa mutica,APC list (accepted)
Velleia discophora,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Velleia discophora,APC list (accepted)
Vulpia bromoides,NA,NA,NA,fire_response,fire_killed,Vulpia bromoides,APC list (accepted)
Vulpia myuros,NA,NA,NA,fire_response,fire_killed,Vulpia myuros,APC list (accepted)
Wahlenbergia gymnoclada,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Wahlenbergia gymnoclada,APC list (accepted)
Washingtonia filifera,NA,NA,NA,fire_response,no_significant_fire_response,Washingtonia filifera,APC list (accepted)
Watsonia borbonica,NA,NA,summer,fire_response,resprouts,Watsonia borbonica,APC list (accepted)
Watsonia marginata,NA,NA,NA,fire_response,resprouts,Watsonia marginata,APC list (accepted)
Watsonia meriana,NA,NA,NA,fire_response,resprouts,Watsonia meriana,APC list (accepted)
Watsonia meriana var. bulbillifera,NA,NA,summer,fire_response,resprouts,Watsonia meriana var. bulbillifera,APC list (accepted)
Watsonia versfeldii,NA,NA,NA,fire_response,resprouts,Watsonia versfeldii,APC list (accepted)
Winifredia sola,NA,NA,NA,fire_response,resprouts,Winifredia sola,APC list (accepted)
Woollsia pungens,NA,NA,NA,fire_response,fire_killed,Woollsia pungens,APC list (accepted)
Woollsia pungens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Woollsia pungens,APC list (accepted)
Xerochrysum bracteatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Xerochrysum bracteatum,APC list (accepted)
Xylomelum angustifolium,NA,NA,NA,fire_response,resprouts,Xylomelum angustifolium,APC list (accepted)
Zantedeschia aethiopica,NA,NA,NA,fire_response,resprouts,Zantedeschia aethiopica,APC list (accepted)
Roepera flava,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Zygophyllum flavum,APC list (known names)
Terminalia prostrata,NA,NA,NA,fire_response,resprouts,Terminalia prostrata,APC list (accepted)
Hibbertia ferox,NA,NA,NA,fire_response,resprouts,Hibbertia ferox,APNI names
Hibbertia polyancistra,NA,NA,NA,fire_response,resprouts,Hibbertia polyancistra,APNI names
Hibbertia pubens,NA,NA,NA,fire_response,resprouts,Hibbertia pubens,APNI names
Hibbertia robur,NA,NA,NA,fire_response,resprouts,Hibbertia robur,APC list (accepted)
Hibbertia sejuncta,NA,NA,NA,fire_response,resprouts,Hibbertia sejuncta,APNI names
Hibbertia sericosepala,NA,NA,NA,fire_response,resprouts,Hibbertia sericosepala,APC list (accepted)
Hibbertia striata,NA,NA,NA,fire_response,resprouts,Hibbertia striata,APNI names
Leucopogon alternifolius,NA,NA,NA,fire_response,fire_killed,Leucopogon alternifolius,APC list (accepted)
Leucopogon altissimus,NA,NA,NA,fire_response,fire_killed,Leucopogon altissimus,APC list (accepted)
Leucopogon audax,NA,NA,NA,fire_response,fire_killed,Leucopogon audax,APC list (accepted)
Leucopogon canaliculatus,NA,NA,NA,fire_response,fire_killed,Leucopogon canaliculatus,APC list (accepted)
Leucopogon darlingensis,NA,NA,NA,fire_response,resprouts fire_killed,Leucopogon darlingensis,APC list (accepted)
Leucopogon darlingensis subsp. darlingensis,NA,NA,NA,fire_response,resprouts fire_killed,Leucopogon darlingensis subsp. darlingensis,APC list (accepted)
Leucopogon darlingensis subsp. rectus,NA,NA,NA,fire_response,resprouts fire_killed,Leucopogon darlingensis subsp. rectus,APC list (accepted)
Leucopogon diversifolius,NA,NA,NA,fire_response,fire_killed,Leucopogon diversifolius,APC list (accepted)
Leucopogon elegans subsp. psorophyllus,NA,NA,NA,fire_response,fire_killed,Leucopogon elegans subsp. psorophyllus,APC list (accepted)
Leucopogon extremus,NA,NA,NA,fire_response,fire_killed,Leucopogon extremus,APC list (accepted)
Leucopogon foliosus,NA,NA,NA,fire_response,fire_killed resprouts,Leucopogon foliosus,APC list (accepted)
Leucopogon grammatus,NA,NA,NA,fire_response,fire_killed,Leucopogon grammatus,APC list (accepted)
Leucopogon incisus,NA,NA,NA,fire_response,fire_killed,Leucopogon incisus,APC list (accepted)
Leucopogon inflexus,NA,NA,NA,fire_response,fire_killed,Leucopogon inflexus,APC list (accepted)
Leucopogon maritimus,NA,NA,NA,fire_response,fire_killed,Leucopogon maritimus,APC list (accepted)
Leucopogon navicularis,NA,NA,NA,fire_response,fire_killed,Leucopogon navicularis,APC list (accepted)
Leucopogon newbeyi,NA,NA,NA,fire_response,fire_killed,Leucopogon newbeyi,APC list (accepted)
Leucopogon nitidus,NA,NA,NA,fire_response,fire_killed,Leucopogon nitidus,APC list (accepted)
Leucopogon prolatus,NA,NA,NA,fire_response,fire_killed,Leucopogon prolatus,APC list (accepted)
Leucopogon simulans,NA,NA,NA,fire_response,fire_killed,Leucopogon simulans,APC list (accepted)
Leucopogon stokesii,NA,NA,NA,fire_response,fire_killed,Leucopogon stokesii,APC list (accepted)
Leucopogon subsejunctus,NA,NA,NA,fire_response,fire_killed,Leucopogon subsejunctus,APC list (accepted)
Leucopogon wheelerae,NA,NA,NA,fire_response,fire_killed,Leucopogon wheelerae,APC list (accepted)
Acacia dimorpha,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Acacia dimorpha,APC list (accepted)
Crotalaria inaequalis,NA,NA,NA,fire_response,resprouts,Crotalaria inaequalis,APC list (accepted)
Leptosema chambersii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptosema chambersii,APC list (accepted)
Leptosema chapmanii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptosema chapmanii,APC list (accepted)
Leptosema daviesioides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptosema daviesioides,APC list (accepted)
Leptosema villosum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leptosema villosum,APC list (accepted)
Swainsona colutoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Swainsona colutoides,APC list (accepted)
Tephrosia sp. Magazine Hill (P.Jones 365),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tephrosia sp. Magazine Hill (P.Jones 365),APC list (accepted)
Vigna suberecta,NA,NA,NA,fire_response,resprouts,Vigna suberecta,APC list (accepted)
Premna herbacea,NA,NA,NA,fire_response,resprouts,Premna herbacea,APC list (accepted)
Stachys germanica,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Stachys germanica,APC list (accepted)
Gossypium anapoides,NA,NA,NA,fire_response,resprouts,Gossypium anapoides,APC list (accepted)
Hibiscus sankowskyorum,NA,NA,NA,fire_response,resprouts,Hibiscus sankowskyorum,APC list (accepted)
Thryptomene dampieri,NA,NA,NA,fire_response,resprouts,Thryptomene dampieri,APC list (accepted)
Solanum sejunctum,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Solanum sejunctum,APC list (accepted)
Acacia colei,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Acacia colei,APC list (accepted)
Cyphanthera odgersii subsp. odgersii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cyphanthera odgersii subsp. odgersii,APC list (accepted)
Geniostoma rupestre var. australianum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Geniostoma rupestre var. australianum,APC list (accepted)
Helminthotheca echioides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Helminthotheca echioides,APC list (accepted)
Isopogon prostratus,NA,NA,NA,fire_response,fire_killed,Isopogon prostratus,APC list (accepted)
Solanum hystrix,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum hystrix,APC list (accepted)
Xylomelum scottianum,NA,NA,NA,fire_response,resprouts,Xylomelum scottianum,APC list (accepted)
Solanum nigrum,NA,NA,NA,fire_response,fire_killed,Solanum nigrum,APC list (accepted)
Solanum nigrum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum nigrum,APC list (accepted)
Caladenia nana,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia nana,APNI names
Prasophyllum gracillimum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Prasophyllum gracillimum,APNI names
Caladenia applanata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia applanata,APNI names
Caladenia applanata subsp. erubescens,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia applanata subsp. erubescens,APNI names
Caladenia pholcoidea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia pholcoidea,APNI names
Caladenia pholcoidea subsp. pholcoidea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia pholcoidea subsp. pholcoidea,APNI names
Caladenia pholcoidea subsp. augustensis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia pholcoidea subsp. augustensis,APNI names
Caladenia ultima,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Caladenia ultima,APNI names
Trachymene anisocarpa var. trichocarpa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Trachymene anisocarpa var. trichocarpa,APC list (accepted)
Trachymene anisocarpa var. anisocarpa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Trachymene anisocarpa var. anisocarpa,APC list (accepted)
Alstroemeria psittacina,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Alstroemeria psittacina,APC list (accepted)
Stemodia sp. Onslow (A.A.Mitchell 76/148),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Stemodia sp. Onslow (A.A.Mitchell 76/148),APC list (accepted)
Darwinia sp. Ravensthorpe (G.J.Keighery 8030),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Darwinia sp. Ravensthorpe (G.J.Keighery 8030),APC list (accepted)
Pterostylis sp. broad petals (S.D.Hopper 4429),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pterostylis sp. broad petals (S.D.Hopper 4429),APNI names
Thysanotus sp. Great Victoria Desert (A.S.George 8406),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Thysanotus sp. Great Victoria Desert (A.S.George 8406),APC list (accepted)
Cassinia aculeata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Cassinia aculeata,APC list (accepted)
Solanum hystrix,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum hystrix,APC list (accepted)
Senecio pterophorus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio pterophorus,APC list (accepted)
Acrotriche serrulata,NA,NA,NA,fire_response,resprouts,Acrotriche serrulata,APC list (accepted)
Isopogon prostratus,NA,NA,NA,fire_response,fire_killed,Isopogon prostratus,APC list (accepted)
Microtis arenaria,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Microtis arenaria,APNI names
Piptochaetium uruguense,NA,NA,NA,fire_response,resprouts,Piptochaetium uruguense,APC list (accepted)
Sebaea ovata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Sebaea ovata,APC list (accepted)
Solanum aviculare,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum aviculare,APC list (accepted)
